Living Type,House,Diet,How Often Water,Heating Energy Source,Transport,Buying Activity,Frequency Traveling Air,Waste Bag Weekly Count,Energy Efficiency,Recycling,Cooking With,Total,Vehicle Monthly Distance
no,small,vegan,7,coal,gasoline,5,5,6,Yes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",90,8961
no,small,omnivore,7,electricity,public,10,5,3,No,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",36,1356
yes,small,vegetarian,7,coal,public,10,10,3,Yes,['Metal'],"['Stove', 'Oven']",64,1131
no,small,omnivore,7,coal,bikewalk,10,10,5,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",72,81
no,small,vegan,7,electricity,public,5,10,7,Yes,"['Paper', 'Metal']",['Oven'],50,1522
no,small,omnivore,3,gas,public,5,10,4,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],37,1943
yes,large,omnivore,3,electricity,gasoline,10,5,7,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",81,7416
no,small,vegan,7,gas,gasoline,5,10,5,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",100,1275
no,small,vegan,7,gas,bikewalk,10,5,2,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']",-2,69
no,small,vegan,7,gas,bikewalk,5,5,3,No,"['Plastic', 'Glass', 'Metal']",['Oven'],16,64
yes,small,vegan,3,coal,gasoline,10,5,2,Yes,['Metal'],"['Stove', 'Microwave']",63,3471
yes,large,omnivore,3,coal,gasoline,10,5,3,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",87,5557
no,large,omnivore,7,gas,public,5,10,4,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],44,237
yes,small,vegetarian,7,coal,bikewalk,5,5,6,No,"['Plastic', 'Glass', 'Metal']",['Stove'],52,17
yes,large,pescatarian,7,electricity,bikewalk,5,5,4,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",0,1
no,large,vegetarian,7,coal,bikewalk,10,5,4,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",28,75
yes,large,vegan,7,coal,public,5,5,3,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",30,448
yes,large,pescatarian,7,coal,bikewalk,5,5,2,Yes,"['Paper', 'Glass']",['Microwave'],0,26
yes,small,vegan,7,coal,bikewalk,10,5,2,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",-10,12
yes,small,pescatarian,7,electricity,public,5,10,5,Yes,"['Paper', 'Plastic']",['Oven'],48,1461
no,large,pescatarian,7,gas,public,10,5,6,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],46,1818
yes,small,pescatarian,7,electricity,bikewalk,5,5,3,Yes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2,6
yes,small,omnivore,7,coal,public,5,5,3,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']",26,1987
yes,large,vegetarian,7,gas,gasoline,10,5,4,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",68,6568
yes,small,vegan,3,gas,public,10,5,7,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],39,1792
yes,large,pescatarian,7,gas,public,10,10,2,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],34,1169
no,small,omnivore,7,electricity,public,10,5,6,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",52,138
no,small,vegan,3,gas,bikewalk,10,5,2,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",-13,25
yes,large,vegetarian,7,gas,public,10,10,7,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']",62,924
no,large,omnivore,7,gas,gasoline,5,10,3,Yes,['Glass'],['Oven'],96,396
yes,large,vegetarian,7,gas,gasoline,5,5,5,No,['Metal'],"['Microwave', 'Grill', 'Airfryer']",102,3583
yes,large,omnivore,3,coal,bikewalk,10,10,6,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",65,33
no,small,vegetarian,3,coal,public,10,10,4,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",81,917
yes,small,omnivore,7,gas,public,10,10,3,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",56,881
yes,small,vegan,7,electricity,bikewalk,10,10,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",10,52
no,small,vegetarian,7,gas,bikewalk,10,5,3,No,"['Plastic', 'Metal']","['Stove', 'Oven']",36,90
yes,small,vegan,7,gas,bikewalk,10,5,3,Yes,"['Glass', 'Metal']",['Microwave'],-6,22
no,small,omnivore,3,gas,gasoline,10,5,1,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",51,7132
yes,small,pescatarian,7,coal,gasoline,10,10,4,Yes,['Paper'],"['Grill', 'Airfryer']",96,2019
no,large,omnivore,7,coal,bikewalk,5,10,3,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],38,80
yes,large,vegan,3,gas,bikewalk,5,10,1,Yes,"['Glass', 'Metal']",['Oven'],5,55
yes,large,vegan,7,coal,bikewalk,5,10,2,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",50,89
yes,large,omnivore,7,gas,public,5,10,4,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",76,986
yes,small,pescatarian,7,gas,bikewalk,10,5,7,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",24,17
yes,large,omnivore,7,gas,bikewalk,5,5,4,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",20,97
no,large,omnivore,7,coal,public,10,10,7,No,['Paper'],['Microwave'],106,1910
yes,large,omnivore,7,gas,gasoline,10,5,4,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",100,6969
yes,large,vegan,7,gas,public,10,10,7,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",66,1205
no,small,pescatarian,7,coal,public,5,5,5,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",50,1537
no,small,omnivore,7,gas,public,10,5,2,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",22,190
yes,large,pescatarian,3,electricity,bikewalk,10,5,5,Yes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",27,21
no,large,omnivore,7,gas,bikewalk,10,5,6,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",42,66
yes,small,omnivore,7,gas,bikewalk,5,10,5,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",42,75
no,large,vegetarian,7,gas,gasoline,10,5,5,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",92,6251
no,large,vegan,7,gas,public,10,5,1,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",24,328
yes,large,omnivore,7,gas,gasoline,10,5,2,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",86,2220
no,large,vegan,7,electricity,bikewalk,5,5,2,Yes,"['Paper', 'Glass']",['Oven'],-14,92
no,large,pescatarian,3,gas,public,10,10,2,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",41,1826
yes,small,vegetarian,7,electricity,public,5,5,3,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",12,1183
no,large,pescatarian,7,electricity,gasoline,10,10,6,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",116,2088
no,small,vegetarian,7,electricity,public,10,10,7,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",62,80
no,small,omnivore,3,coal,public,10,5,7,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",57,1257
yes,large,vegan,7,gas,public,10,5,6,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",54,726
no,small,omnivore,7,gas,public,10,10,1,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",36,1824
yes,small,vegan,3,coal,gasoline,5,10,4,No,"['Plastic', 'Glass']","['Stove', 'Microwave']",105,9401
no,large,omnivore,3,electricity,gasoline,10,10,5,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",113,6352
yes,small,pescatarian,3,electricity,public,5,5,1,Yes,"['Paper', 'Glass']",['Stove'],3,1463
no,small,omnivore,3,gas,gasoline,10,5,5,Yes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",85,9182
no,large,omnivore,7,electricity,bikewalk,5,5,1,No,"['Paper', 'Glass', 'Metal']",['Stove'],18,67
no,small,omnivore,7,coal,gasoline,10,5,2,No,"['Glass', 'Metal']",['Oven'],90,5047
no,large,pescatarian,7,coal,public,10,10,5,No,['Metal'],"['Microwave', 'Grill', 'Airfryer']",104,1578
yes,small,omnivore,3,electricity,bikewalk,10,5,4,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],-15,8
yes,small,pescatarian,7,coal,public,5,5,6,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",60,838
yes,large,pescatarian,7,coal,public,5,5,2,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",34,406
yes,large,vegan,7,coal,public,5,10,7,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",100,925
no,large,pescatarian,7,electricity,bikewalk,10,10,4,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",30,33
yes,large,vegetarian,7,electricity,public,5,5,3,Yes,['Metal'],"['Stove', 'Oven']",26,1275
no,large,vegan,7,gas,gasoline,10,10,1,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",86,6930
no,large,omnivore,7,gas,bikewalk,5,5,4,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",4,25
yes,large,pescatarian,3,coal,bikewalk,10,10,2,No,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",39,65
yes,small,vegetarian,7,electricity,bikewalk,10,5,7,Yes,['Glass'],"['Stove', 'Grill', 'Airfryer']",24,45
no,small,omnivore,3,electricity,bikewalk,10,5,6,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",35,76
yes,small,vegetarian,7,electricity,public,5,10,2,Yes,['Glass'],"['Stove', 'Oven']",30,1136
no,large,pescatarian,7,gas,gasoline,5,5,7,No,['Paper'],"['Stove', 'Oven', 'Microwave']",120,7614
no,large,vegetarian,7,gas,gasoline,10,10,3,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",118,3278
no,large,pescatarian,3,gas,public,10,10,2,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",43,539
no,large,vegetarian,3,gas,public,10,5,7,Yes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",47,135
no,large,vegetarian,7,electricity,bikewalk,10,5,3,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",12,5
yes,small,omnivore,7,gas,public,10,10,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",46,1539
no,large,pescatarian,3,electricity,bikewalk,10,5,5,No,['Plastic'],"['Grill', 'Airfryer']",43,91
no,small,vegetarian,3,electricity,bikewalk,5,10,3,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],3,21
no,small,pescatarian,3,gas,bikewalk,10,5,1,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",-5,53
yes,small,pescatarian,7,gas,public,5,5,4,No,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",34,643
no,large,pescatarian,7,gas,gasoline,10,10,7,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",124,5406
yes,large,pescatarian,7,gas,gasoline,5,5,3,Yes,['Metal'],"['Oven', 'Grill', 'Airfryer']",68,162
no,small,omnivore,7,gas,public,10,10,2,Yes,"['Paper', 'Plastic']",['Stove'],50,325
no,large,omnivore,7,coal,bikewalk,5,5,7,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],38,36
yes,large,pescatarian,7,electricity,public,5,5,3,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",16,710
no,large,vegan,7,electricity,gasoline,10,5,7,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",86,4012
yes,small,vegetarian,7,gas,public,5,10,1,Yes,['Glass'],"['Stove', 'Microwave']",36,1686
no,small,vegan,7,gas,gasoline,5,10,1,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",84,4850
no,small,vegan,7,coal,gasoline,5,10,2,No,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",110,3448
no,small,omnivore,7,electricity,gasoline,10,10,4,Yes,"['Glass', 'Metal']","['Grill', 'Airfryer']",80,308
yes,small,omnivore,7,gas,gasoline,10,5,2,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",80,1562
yes,small,vegetarian,7,gas,bikewalk,5,5,3,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2,43
yes,small,pescatarian,7,gas,bikewalk,10,10,5,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",48,42
yes,small,vegetarian,7,gas,gasoline,10,10,1,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],66,1218
yes,small,omnivore,7,coal,bikewalk,5,5,7,Yes,['Metal'],"['Oven', 'Grill', 'Airfryer']",34,75
no,small,omnivore,7,coal,gasoline,10,10,3,Yes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",114,2534
yes,large,vegetarian,7,gas,bikewalk,10,10,7,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",48,10
yes,small,pescatarian,3,electricity,gasoline,10,5,1,Yes,"['Paper', 'Metal']",['Stove'],47,8537
yes,large,pescatarian,7,gas,public,5,10,4,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",36,1201
yes,small,vegetarian,7,electricity,gasoline,5,10,5,Yes,"['Plastic', 'Metal']",['Oven'],86,5879
no,large,vegetarian,3,electricity,bikewalk,10,10,4,Yes,['Plastic'],"['Stove', 'Oven']",31,27
no,small,omnivore,3,gas,public,10,10,3,No,"['Paper', 'Plastic', 'Metal']",['Oven'],61,750
no,small,vegan,7,electricity,public,10,5,5,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",48,861
yes,small,omnivore,7,gas,gasoline,10,10,4,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",80,2634
yes,large,vegetarian,7,coal,gasoline,5,5,1,No,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",92,7997
yes,large,pescatarian,7,gas,public,10,5,4,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",34,1910
no,large,omnivore,7,coal,bikewalk,10,5,3,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",36,1
no,small,omnivore,3,gas,public,5,10,4,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",57,368
no,small,omnivore,3,gas,bikewalk,10,10,5,Yes,"['Glass', 'Metal']",['Stove'],55,43
no,small,vegetarian,7,coal,gasoline,10,5,7,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",106,7929
no,large,vegan,3,electricity,gasoline,5,5,4,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",73,4758
yes,small,vegan,3,gas,gasoline,5,10,3,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",75,1167
no,small,pescatarian,7,gas,bikewalk,10,10,7,No,['Glass'],['Oven'],72,35
no,large,vegan,7,electricity,gasoline,5,5,3,Yes,"['Paper', 'Glass']",['Microwave'],52,9420
no,large,pescatarian,3,gas,bikewalk,10,10,1,Yes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",19,20
no,large,vegan,7,electricity,bikewalk,10,5,6,Yes,"['Glass', 'Metal']",['Oven'],20,54
yes,small,vegetarian,7,electricity,bikewalk,5,10,7,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",46,68
no,large,pescatarian,7,coal,bikewalk,10,10,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",42,65
yes,small,vegetarian,7,gas,bikewalk,10,10,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",12,15
no,small,vegetarian,7,gas,bikewalk,10,5,4,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],-2,54
yes,large,omnivore,7,electricity,bikewalk,10,5,7,No,"['Paper', 'Metal']","['Grill', 'Airfryer']",40,83
no,large,pescatarian,7,electricity,bikewalk,5,10,3,No,"['Paper', 'Glass']",['Microwave'],36,90
yes,small,vegan,3,electricity,gasoline,10,5,4,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",55,1986
yes,small,pescatarian,3,coal,bikewalk,10,10,7,Yes,['Paper'],"['Grill', 'Airfryer']",51,99
yes,small,vegan,7,electricity,bikewalk,10,5,7,Yes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",0,83
yes,large,vegetarian,7,gas,public,5,5,3,Yes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",36,773
no,small,pescatarian,3,gas,bikewalk,10,5,6,No,['Metal'],['Oven'],47,62
yes,large,vegetarian,7,gas,gasoline,10,10,2,Yes,['Paper'],"['Stove', 'Oven']",90,2684
yes,large,vegan,7,gas,bikewalk,10,10,2,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",40,65
yes,large,pescatarian,7,gas,bikewalk,5,5,5,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",34,49
yes,small,omnivore,3,coal,gasoline,10,5,5,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",99,4132
yes,large,vegetarian,7,coal,bikewalk,10,5,6,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",38,26
no,large,vegan,3,coal,public,10,5,2,Yes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",25,1020
no,small,vegan,3,gas,public,10,10,1,Yes,['Paper'],['Stove'],43,1046
yes,small,omnivore,3,gas,public,5,10,5,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",57,1180
no,small,pescatarian,7,electricity,gasoline,10,5,4,Yes,['Plastic'],"['Grill', 'Airfryer']",62,5204
no,small,pescatarian,7,coal,public,10,10,5,Yes,"['Plastic', 'Glass']",['Stove'],88,315
no,large,pescatarian,7,gas,bikewalk,10,10,6,No,['Paper'],"['Oven', 'Grill', 'Airfryer']",78,69
yes,small,vegan,3,coal,gasoline,5,5,5,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",77,7614
no,small,pescatarian,7,gas,gasoline,5,5,5,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",86,6576
no,small,vegetarian,7,gas,bikewalk,10,10,5,Yes,['Plastic'],"['Grill', 'Airfryer']",50,36
yes,large,vegan,3,coal,public,10,5,5,No,"['Paper', 'Plastic', 'Metal']",['Oven'],65,1264
yes,large,vegan,7,electricity,bikewalk,10,5,4,Yes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",4,39
yes,large,omnivore,7,electricity,public,10,10,4,No,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",56,1035
yes,small,vegan,3,coal,public,5,10,6,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",63,1440
yes,large,pescatarian,7,coal,bikewalk,10,10,2,Yes,['Glass'],['Stove'],42,28
no,small,vegetarian,7,gas,gasoline,10,10,2,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",82,5328
no,large,pescatarian,3,gas,bikewalk,10,10,7,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",71,30
yes,large,omnivore,3,coal,gasoline,10,5,5,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",105,398
yes,small,vegetarian,7,gas,public,5,10,5,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],64,994
yes,large,vegetarian,3,electricity,gasoline,5,10,7,No,"['Paper', 'Glass', 'Metal']",['Oven'],103,3587
yes,small,vegetarian,7,coal,gasoline,10,5,1,Yes,"['Paper', 'Glass']",['Oven'],60,9372
no,large,vegan,7,electricity,gasoline,5,10,3,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",80,2183
yes,large,vegetarian,7,coal,public,10,10,6,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",72,1972
no,large,vegetarian,7,coal,bikewalk,10,5,6,Yes,"['Paper', 'Plastic', 'Glass']",['Stove'],48,14
yes,small,omnivore,3,gas,bikewalk,10,10,1,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",35,81
no,large,vegan,7,coal,gasoline,10,5,4,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",86,1328
no,small,pescatarian,7,electricity,bikewalk,5,5,7,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",20,83
no,large,vegetarian,7,gas,public,5,5,7,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",58,236
no,small,vegetarian,7,electricity,public,10,10,4,Yes,['Paper'],"['Grill', 'Airfryer']",40,1099
yes,large,vegetarian,7,electricity,gasoline,10,10,5,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",102,4586
yes,large,omnivore,3,gas,gasoline,10,5,7,No,['Glass'],"['Stove', 'Oven', 'Microwave']",115,6179
no,large,vegan,7,gas,bikewalk,5,10,3,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",42,20
yes,large,pescatarian,7,coal,bikewalk,10,5,2,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",14,92
yes,small,omnivore,7,gas,public,10,10,4,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",56,872
no,large,vegan,7,gas,public,5,10,4,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",56,1652
yes,small,omnivore,7,electricity,gasoline,10,5,4,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",60,3052
yes,large,vegan,3,gas,bikewalk,10,5,2,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",5,76
yes,small,vegan,7,gas,public,10,10,3,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",64,595
no,small,vegetarian,3,gas,public,5,5,4,Yes,['Paper'],"['Grill', 'Airfryer']",21,1095
no,small,vegetarian,3,gas,bikewalk,10,5,5,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",31,94
no,large,vegan,7,electricity,public,10,5,4,No,['Paper'],"['Grill', 'Airfryer']",44,147
no,large,omnivore,7,electricity,bikewalk,10,10,2,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",22,73
yes,large,vegan,3,gas,public,5,10,7,No,['Paper'],"['Microwave', 'Grill', 'Airfryer']",75,249
yes,large,vegetarian,7,gas,public,5,5,5,No,['Plastic'],['Oven'],66,164
yes,large,omnivore,7,electricity,gasoline,5,5,3,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",76,2885
yes,small,omnivore,3,coal,gasoline,10,5,4,Yes,"['Paper', 'Plastic']",['Oven'],69,9126
yes,small,vegan,3,electricity,bikewalk,10,10,3,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",9,38
yes,small,pescatarian,7,coal,gasoline,10,5,5,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",94,3824
yes,large,omnivore,3,gas,public,5,10,5,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",87,1535
yes,large,pescatarian,7,gas,public,5,5,1,No,"['Paper', 'Plastic', 'Glass']",['Oven'],30,1928
yes,small,vegan,7,coal,public,10,10,5,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],60,733
no,small,pescatarian,7,coal,bikewalk,5,10,4,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",26,22
yes,large,omnivore,7,gas,public,10,5,4,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",40,1922
no,small,pescatarian,7,gas,gasoline,10,5,3,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",74,6091
no,small,pescatarian,3,gas,gasoline,10,5,2,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],49,2603
yes,small,vegetarian,7,electricity,public,10,5,3,No,"['Plastic', 'Glass']",['Oven'],30,1815
no,small,vegetarian,7,coal,bikewalk,10,10,4,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",46,79
no,small,vegan,7,gas,gasoline,10,10,7,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",114,681
yes,small,omnivore,7,electricity,gasoline,5,10,3,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",76,854
no,small,omnivore,7,coal,public,10,10,4,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",86,873
no,large,omnivore,7,coal,bikewalk,10,10,2,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",46,16
yes,small,vegan,7,gas,gasoline,5,5,2,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",50,2465
no,large,vegan,7,electricity,bikewalk,5,5,6,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",22,85
yes,small,pescatarian,3,gas,public,10,5,1,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",13,1887
yes,large,vegan,7,gas,public,5,5,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",8,459
